country_name,total_medals,total_gold_medals,total_silver_medals,total_bronze_medals,total_summer_medals,total_winter_medals,total_team_medals,total_doubles_medals,total_individual_medals,total_mens_medals,total_womens_medals,total_mixed_medals,gdp,population,avg_summer_medals_per_year,avg_winter_medals_per_year,summer_individual_medals,summer_doubles_medals,summer_team_medals,winter_individual_medals,winter_doubles_medals,winter_team_medals,avg_summer_individual_medals_per_year,avg_summer_doubles_medals_per_year,avg_summer_team_medals_per_year,avg_winter_individual_medals_per_year,avg_winter_doubles_medals_per_year,avg_winter_team_medals_per_year,gdp_per_capita,medals_per_million
Bohemia,4,0,1,3,4,0,1,0,3,0,0,0,104450000000.0,11331265.0,0.13333333333333333,0.0,3,0,1,0,0,0,0.1,0.0,0.03333333333333333,0.0,0.0,0.0,9217858729.806425,3.5300559999258686e-07
Botswana,2,0,1,1,2,0,0,0,2,0,0,0,19396084498.0,2480244.0,0.06666666666666667,0.0,2,0,0,0,0,0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,7820232403.747374,8.063722762760438e-07
Brazil,149,36,42,71,149,0,3,1,145,0,0,0,2173670000000.0,211140729.0,4.966666666666667,0.0,145,1,3,0,0,0,4.833333333333333,0.03333333333333333,0.1,0.0,0.0,0.0,10294887255.030743,7.056904686542026e-07
Bulgaria,230,55,90,85,225,5,1,0,229,0,0,0,102408000000.0,6795803.0,7.5,0.21739130434782608,224,0,1,5,0,0,7.466666666666667,0.0,0.03333333333333333,0.21739130434782608,0.0,0.0,15069300861.134438,3.3844418385877284e-05
Burkina Faso,1,0,0,1,1,0,0,0,1,0,0,0,20324617845.0,23025776.0,0.03333333333333333,0.0,1,0,0,0,0,0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,882689810.1067256,4.342958951741735e-08
Burundi,2,1,1,0,2,0,0,0,2,0,0,0,2642161669.0,13689450.0,0.06666666666666667,0.0,2,0,0,0,0,0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,193007145.57560748,1.4609790751271965e-07
Cameroon,6,3,1,2,6,0,0,0,6,0,0,0,49279410983.0,28372687.0,0.2,0.0,6,0,0,0,0,0,0.2,0.0,0.0,0.0,0.0,0.0,1736860910.741376,2.1147098263904296e-07
Canada,548,148,178,222,373,175,22,2,524,0,0,0,2142470000000.0,39299105.0,12.433333333333334,7.608695652173913,361,1,11,163,1,11,12.033333333333333,0.03333333333333333,0.36666666666666664,7.086956521739131,0.043478260869565216,0.4782608695652174,54517017626.737305,1.394433791812816e-05
Chile,13,2,7,4,13,0,1,1,11,0,0,0,335533000000.0,19658835.0,0.43333333333333335,0.0,11,1,1,0,0,0,0.36666666666666664,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,17067796743.805012,6.612802844115635e-07
Chinese Taipei,36,7,11,18,36,0,4,2,30,0,0,0,104450000000.0,11331265.0,1.2,0.0,30,2,4,0,0,0,1.0,0.06666666666666667,0.13333333333333333,0.0,0.0,0.0,9217858729.806425,3.177050399933282e-06
Colombia,33,5,13,15,33,0,0,0,33,0,0,0,363494000000.0,52321152.0,1.1,0.0,33,0,0,0,0,0,1.1,0.0,0.0,0.0,0.0,0.0,6947362321.074276,6.307200575400175e-07
Costa Rica,4,1,1,2,4,0,0,0,4,0,0,0,86497941439.0,5105525.0,0.13333333333333333,0.0,4,0,0,0,0,0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,16942026811.93413,7.834649717707777e-07
Croatia,52,18,19,15,41,11,0,4,48,0,0,0,84393795502.0,3896023.0,1.3666666666666667,0.4782608695652174,37,4,0,11,0,0,1.2333333333333334,0.13333333333333333,0.0,0.4782608695652174,0.0,0.0,21661523944.28883,1.3346943793709637e-05
Cuba,235,84,69,82,235,0,3,0,232,0,0,0,104450000000.0,11331265.0,7.833333333333333,0.0,232,0,3,0,0,0,7.733333333333333,0.0,0.1,0.0,0.0,0.0,9217858729.806425,2.0739078999564478e-05
Cyprus,1,0,1,0,1,0,0,0,1,0,0,0,33886930712.0,1344976.0,0.03333333333333333,0.0,1,0,0,0,0,0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,25195193603.454636,7.435076908435541e-07
Czech Republic,100,29,32,39,67,33,0,5,95,0,0,0,104450000000.0,11331265.0,2.2333333333333334,1.434782608695652,62,5,0,33,0,0,2.066666666666667,0.16666666666666666,0.0,1.434782608695652,0.0,0.0,9217858729.806425,8.825139999814672e-06
Czechoslovakia,166,50,57,59,166,0,11,3,152,0,0,0,104450000000.0,11331265.0,5.533333333333333,0.0,152,3,11,0,0,0,5.066666666666666,0.1,0.36666666666666664,0.0,0.0,0.0,9217858729.806425,1.4649732399692356e-05
Côte d'Ivoire,1,0,0,1,1,0,0,0,1,0,0,0,78875489245.0,31165654.0,0.03333333333333333,0.0,1,0,0,0,0,0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,2530846593.0155034,3.20866040545788e-08
Democratic People's Republic of Korea,56,16,17,23,56,0,0,1,55,0,0,0,104450000000.0,11331265.0,1.8666666666666667,0.0,55,1,0,0,0,0,1.8333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,9217858729.806425,4.9420783998962165e-06
Denmark,206,48,78,80,205,1,15,5,186,0,0,0,407092000000.0,5948136.0,6.833333333333333,0.043478260869565216,185,5,15,1,0,0,6.166666666666667,0.16666666666666666,0.5,0.043478260869565216,0.0,0.0,68440264311.37418,3.463269837811375e-05
Djibouti,1,0,0,1,1,0,0,0,1,0,0,0,104450000000.0,11331265.0,0.03333333333333333,0.0,1,0,0,0,0,0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,9217858729.806425,8.825139999814671e-08
Dominican Republic,12,3,5,4,12,0,0,0,12,0,0,0,121444000000.0,11331265.0,0.4,0.0,12,0,0,0,0,0,0.4,0.0,0.0,0.0,0.0,0.0,10717603021.37493,1.0590167999777606e-06
Ecuador,5,3,2,0,5,0,0,0,5,0,0,0,118845000000.0,17980083.0,0.16666666666666666,0.0,5,0,0,0,0,0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,6609813758.92425,2.780854793606904e-07
Egypt,36,8,10,18,36,0,0,0,36,0,0,0,396002000000.0,114535772.0,1.2,0.0,36,0,0,0,0,0,1.2,0.0,0.0,0.0,0.0,0.0,3457452576.475409,3.143122831529e-07
Eritrea,1,0,0,1,1,0,0,0,1,0,0,0,104450000000.0,11331265.0,0.03333333333333333,0.0,1,0,0,0,0,0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,9217858729.806425,8.825139999814671e-08
Estonia,44,14,11,19,36,8,1,0,43,0,0,0,41291245222.0,1367196.0,1.2,0.34782608695652173,35,0,1,8,0,0,1.1666666666666667,0.0,0.03333333333333333,0.34782608695652173,0.0,0.0,30201408738.76167,3.218265705868069e-05
Ethiopia,57,23,12,22,57,0,0,0,57,0,0,0,163698000000.0,128691692.0,1.9,0.0,57,0,0,0,0,0,1.9,0.0,0.0,0.0,0.0,0.0,1272016844.7237449,4.429190347423515e-07
Federal Republic of Germany,242,67,82,93,242,0,27,5,210,0,0,0,104450000000.0,11331265.0,8.066666666666666,0.0,210,5,27,0,0,0,7.0,0.16666666666666666,0.9,0.0,0.0,0.0,9217858729.806425,2.1356838799551505e-05
Fiji,3,2,0,1,3,0,0,0,3,0,0,0,5442046565.0,924145.0,0.1,0.0,3,0,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.0,5888736686.342511,3.2462438253737236e-06
Finland,477,144,150,183,419,58,31,0,446,0,0,0,295532000000.0,5601185.0,13.966666666666667,2.5217391304347827,397,0,22,49,0,9,13.233333333333333,0.0,0.7333333333333333,2.130434782608696,0.0,0.391304347826087,52762406526.4761,8.516055084772241e-05
France,880,261,289,330,792,88,102,12,766,0,0,0,3051830000000.0,66438822.0,26.4,3.8260869565217392,680,12,100,86,0,2,22.666666666666668,0.4,3.3333333333333335,3.739130434782609,0.0,0.08695652173913043,45934438753.29397,1.3245267954931531e-05
